,id,name,artists,duration_s,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit,Year_dt
110,42GcjriRK6srwHkfbkBqVl,Blood On The Leaves,Kanye West,359.8,1/1/13,2013,0.396,0.454,0.69,0.0,0.101,-4.108,0.157,171.989,0.37,0,2,65,1,2013-01-01
111,1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,Kanye West,320.68,6/10/16,2016,0.62,0.592,0.403,0.0,0.54,-8.768,0.414,105.169,0.391,0,0,71,1,2016-01-01
112,19a3JfW8BQwqHWUMbcqSx8,Famous,Kanye West,196.04,6/10/16,2016,0.0711,0.465,0.735,0.0,0.0975,-3.715,0.117,173.935,0.409,1,6,72,1,2016-01-01
113,432hUIl3ISDeytYW5XBQ5h,Wolves,Kanye West,301.587,6/10/16,2016,0.219,0.395,0.392,0.00173,0.134,-8.034,0.0925,155.856,0.103,1,1,71,1,2016-01-01
114,6vWEAOUSxohKxhp0K1BsxL,Mixed Personalities (feat. Kanye West),Kanye West,230.4,1/18/19,2019,0.457,0.661,0.44,0.0,0.128,-9.104,0.0803,149.937,0.352,1,2,76,1,2019-01-01
115,5DBmXF7QO43Cuy9yqva116,Family Business,Kanye West,278.893,2/10/04,2004,0.139,0.744,0.524,0.0,0.392,-7.452,0.21,93.691,0.606,1,1,59,1,2004-01-01
116,34j4OxJxKznBs88cjSL2j9,Never Let Me Down,Kanye West,324.44,2/10/04,2004,0.423,0.459,0.816,0.0,0.169,-4.872,0.403,80.293,0.643,0,11,58,1,2004-01-01
117,5b2FFKC64kxqcfaFnIZxoM,Get Em High,Kanye West,289.493,2/10/04,2004,0.184,0.614,0.644,0.0,0.489,-5.672,0.373,84.788,0.649,0,11,56,1,2004-01-01
118,5mEwhCsqadBZIE7SSrv1gC,Down And Out,Kanye West,248.627,1/1/04,2004,0.0232,0.74,0.841,0.0,0.111,-2.891,0.237,83.007,0.673,0,6,55,1,2004-01-01
119,7sZCAHP2duHwr5M5K7lHsb,Selfish,Kanye West,225.4,1/1/04,2004,0.221,0.71,0.597,0.0,0.432,-6.468,0.239,95.769,0.49,1,7,56,1,2004-01-01
120,6vB49BJ70zBpDrrAPwdaB8,Drive Slow,Kanye West,272.227,9/30/05,2005,0.031,0.593,0.592,1.12e-05,0.229,-8.217,0.29,81.33,0.488,1,11,57,1,2005-01-01
121,34KUIBsIUiPV7oCIzSdDAU,Diamonds From Sierra Leone - Remix,Kanye West,233.4,9/30/05,2005,0.258,0.671,0.814,0.0,0.164,-3.768,0.27,96.985,0.38,1,7,56,1,2005-01-01
122,795LIYKphBOsvyMh5hZaPk,The Glory,Kanye West,212.707,9/11/07,2007,0.0455,0.423,0.643,0.0,0.172,-7.261,0.287,84.336,0.708,1,6,58,1,2007-01-01
123,2ipNhjgsoM930FqDFl0ShM,Barry Bonds,Kanye West,204.307,9/11/07,2007,0.0451,0.48,0.624,0.0,0.337,-6.131,0.382,165.057,0.704,1,1,56,1,2007-01-01
124,6j8gTlbhj9KJSeypNcNAS9,Street Lights,Kanye West,189.907,1/1/08,2008,0.0287,0.644,0.487,0.0166,0.206,-9.654,0.034,125.528,0.467,1,6,59,0,2008-01-01
125,3F18I7LhWKxlf1PytSoTBH,Welcome To Heartbreak,Kanye West,262.933,1/1/08,2008,0.0985,0.677,0.435,0.721,0.111,-11.024,0.033,95.991,0.0729,0,7,59,0,2008-01-01
126,7dZAPeA3Of5j5Vaef0DQ6M,Make Her Say,Kanye West,216.413,1/1/09,2009,0.245,0.93,0.712,1.48e-05,0.116,-5.156,0.0666,99.054,0.456,0,10,56,1,2009-01-01
127,2Im64pIz6m0EJKdUe6eZ8r,Lost In The World,Kanye West,256.587,11/22/10,2010,0.115,0.609,0.746,0.0087,0.427,-5.249,0.184,117.072,0.277,0,5,62,1,2010-01-01
128,6K07Ahf6V7CAQn0ikrOztl,So Appalled,Kanye West,397.667,11/22/10,2010,0.255,0.629,0.754,0.0,0.63,-5.873,0.289,87.07,0.58,0,1,60,1,2010-01-01
129,5Pt83OUaK3K9C2if4C5JOk,Gotta Have It,Kanye West,140.747,8/8/11,2011,0.411,0.74,0.574,0.0,0.262,-6.938,0.245,149.762,0.33,1,4,62,1,2011-01-01
130,36ux3YuUsGTWPT8fXclS45,E.T.,Kanye West,229.573,3/12/12,2012,0.0181,0.62,0.869,0.0,0.369,-5.252,0.175,151.684,0.76,1,1,65,0,2012-01-01
131,12D0n7hKpPcjuUpcbAKjjr,Don't Like.1,Kanye West,283.653,1/1/12,2012,0.00822,0.668,0.628,0.0,0.145,-5.327,0.205,131.88,0.621,0,6,58,1,2012-01-01
132,5nIu0VwPOsjkF61zfevLKh,Hold My Liquor,Kanye West,326.947,1/1/13,2013,0.0199,0.495,0.322,7.61e-06,0.115,-10.36,0.0337,106.992,0.0399,1,8,62,1,2013-01-01
133,4cAgkb0ifwn0FSHGXnr4F6,New Slaves,Kanye West,256.093,1/1/13,2013,0.166,0.579,0.59,1.09e-05,0.096,-4.322,0.0708,150.189,0.361,1,1,62,1,2013-01-01
134,2KpCpk6HjXXLb7nnXoXA5O,Ni**as In Paris,Kanye West,219.32,12/9/14,2014,0.0763,0.757,0.882,0.0,0.251,-6.125,0.248,140.047,0.684,1,1,61,1,2014-01-01
135,078C2jXg7XsMgW78Gfx1JA,SMUCKERS (feat. Lil Wayne & Kanye West),Kanye West,334.363,4/13/15,2015,0.0149,0.452,0.85,0.00367,0.153,-2.945,0.342,79.453,0.554,0,10,64,1,2015-01-01
136,2nBI3iWLhupR7LyAJ5GGkE,Champions,Kanye West,334.253,6/10/16,2016,0.0623,0.692,0.774,0.0,0.873,-2.48,0.0876,134.952,0.349,0,6,68,1,2016-01-01
137,30Zcjs7pgEkmJA1lEbGSWT,FML,Kanye West,236.12,6/10/16,2016,0.329,0.527,0.415,0.0,0.195,-7.184,0.131,125.357,0.12,1,5,68,1,2016-01-01
138,2yJ9GVCLMmzBBfQAnfzlwr,THat Part,Kanye West,313.573,7/8/16,2016,0.0855,0.927,0.535,0.0,0.136,-7.59,0.0911,112.96,0.336,0,6,66,1,2016-01-01
139,3cCxoOgfi6hgt8MNteuiiD,Fade,Kanye West,193.748,6/10/16,2016,0.118,0.752,0.765,0.0,0.31,-5.805,0.0908,105.998,0.309,0,9,68,1,2016-01-01
140,2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,104.591,10/25/19,2019,0.000248,0.529,0.9,1.21e-05,0.0426,-3.503,0.418,180.291,0.434,1,1,77,0,2019-01-01
141,62wtttQzoIA9HnNmGVd9Yq,Two Words,Kanye West,266.213,2/10/04,2004,0.0158,0.442,0.807,6.43e-06,0.217,-4.753,0.265,84.649,0.446,1,6,54,1,2004-01-01
142,1th3G3okofWlvGWAAR7Y4V,School Spirit,Kanye West,182.387,2/10/04,2004,0.339,0.483,0.787,0.0,0.236,-5.422,0.21,84.81,0.592,0,5,54,0,2004-01-01
143,7iOhWWYjhhQiXzF4o4HhXN,Last Call,Kanye West,760.973,2/10/04,2004,0.577,0.473,0.727,0.0,0.316,-6.843,0.356,83.212,0.854,1,8,53,1,2004-01-01
144,5RjbFGeWVsCpw8EcE8OrvZ,Gone,Kanye West,333.293,9/30/05,2005,0.0148,0.84,0.668,0.0,0.0699,-6.042,0.262,92.805,0.344,1,1,54,1,2005-01-01
145,2DHNCWZYmVr1Lv08q5b0kB,Roses,Kanye West,245.867,9/30/05,2005,0.258,0.715,0.465,2.7e-05,0.108,-6.455,0.0926,97.714,0.508,0,3,54,1,2005-01-01
146,1x6jHJGczTBitBy06hIWgx,Big Brother,Kanye West,287.573,9/11/07,2007,0.214,0.498,0.742,0.0,0.0641,-6.248,0.259,78.428,0.302,0,11,56,1,2007-01-01
147,4Sw4lblE6aXpoOJma6Mlx5,Drunk and Hot Girls,Kanye West,313.227,9/11/07,2007,0.0697,0.661,0.442,1.15e-05,0.136,-7.297,0.0285,82.758,0.299,0,10,56,1,2007-01-01
148,5bkhrGvabAPrugPUm7DvsD,Make Her Say,Kanye West,216.413,1/1/09,2009,0.245,0.93,0.712,1.48e-05,0.116,-5.156,0.0666,99.054,0.456,0,10,53,1,2009-01-01
149,3rCNmRonlHN1TXQLcG3dSk,Hell Of A Life,Kanye West,327.787,11/22/10,2010,0.00142,0.449,0.813,0.000172,0.106,-5.478,0.129,177.962,0.452,1,8,60,1,2010-01-01
150,4EndPA8b6FDWYp1RgsnLEB,Blame Game,Kanye West,469.867,11/22/10,2010,0.305,0.425,0.581,6.3e-05,0.11,-5.964,0.0646,83.352,0.636,0,10,60,1,2010-01-01
151,4D6TpthzUVNTjWQqfBW5Kb,All Of The Lights (Interlude),Kanye West,62.253,11/22/10,2010,0.902,0.296,0.0792,0.591,0.128,-16.569,0.0392,111.272,0.497,0,10,59,1,2010-01-01
152,3R1k8P1MrDdLSRhlTaaWAS,Who Gon Stop Me,Kanye West,256.707,8/8/11,2011,0.0408,0.594,0.73,0.000164,0.715,-4.638,0.159,133.88,0.378,0,0,59,1,2011-01-01
153,5xpmdbQcfIOsE1hACcC3UK,Marvin & Chardonnay,Kanye West,222.867,1/1/11,2011,0.0671,0.613,0.807,0.0,0.322,-2.739,0.0382,133.023,0.813,0,11,54,1,2011-01-01
154,5qkWTBmDmZjogwIvbKtJQv,Birthday Song,Kanye West,306.6,1/1/12,2012,0.0591,0.753,0.59,0.0,0.15,-2.623,0.0485,140.002,0.161,1,1,56,1,2012-01-01
155,3U8Ev1gISsx6O1uwpsttOD,Mercy.1,Kanye West,326.347,1/1/12,2012,0.045,0.731,0.624,3.37e-05,0.305,-5.761,0.311,140.131,0.528,0,6,56,1,2012-01-01
156,66Q3fAmSX5eHamgbKa9alP,Real Friends,Kanye West,251.573,6/10/16,2016,0.262,0.441,0.744,0.000382,0.138,-6.248,0.476,81.396,0.124,0,6,67,1,2016-01-01
157,0zLClc0emc6qUeV1p5nc99,No More Parties In LA,Kanye West,374.413,6/10/16,2016,0.246,0.508,0.921,0.0,0.221,-1.644,0.303,93.058,0.681,1,5,66,1,2016-01-01
158,1Wsbr1d2BouNGk2q92mIj7,Pt. 2,Kanye West,130.293,6/10/16,2016,0.552,0.674,0.752,0.0,0.787,-4.073,0.333,145.076,0.236,1,11,66,1,2016-01-01
159,4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),Kanye West,127.947,9/7/18,2018,0.0114,0.901,0.522,0.0,0.259,-8.304,0.33,104.053,0.329,1,2,76,1,2018-01-01
160,3U21A07gAloCc4P7J8rxcn,All Mine,Kanye West,145.507,6/1/18,2018,0.123,0.925,0.31,0.0,0.0931,-6.531,0.291,121.927,0.291,0,11,72,1,2018-01-01
161,7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,Kanye West,271.387,6/1/18,2018,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,83.378,0.297,0,7,70,1,2018-01-01
162,4KFY4EEv9CN6ivrzD6vEvg,Breathe In Breathe Out,Kanye West,246.933,2/10/04,2004,0.341,0.636,0.7,0.0,0.161,-3.099,0.421,88.817,0.924,0,1,53,1,2004-01-01
163,6MgGapP3EPFm9kYUvYBTZR,I'll Fly Away,Kanye West,69.707,2/10/04,2004,0.76,0.239,0.25,0.0,0.124,-11.414,0.0289,172.338,0.564,1,6,52,1,2004-01-01
164,7wL7Lb8Q3aYyq6gmRL0PZq,Graduation Day,Kanye West,81.787,2/10/04,2004,0.684,0.418,0.447,2.1e-06,0.414,-9.058,0.338,169.336,0.869,0,0,51,1,2004-01-01
165,46fk9wjYcPm0sgym2b7EEE,We Major,Kanye West,448.0,9/30/05,2005,0.0107,0.232,0.883,0.0,0.045,-3.659,0.125,84.59,0.217,0,11,53,1,2005-01-01
166,5VzeI5JM2y9t21JwrWAnkH,Addiction,Kanye West,267.067,9/30/05,2005,0.185,0.659,0.756,0.0,0.252,-8.318,0.165,115.389,0.551,0,1,52,1,2005-01-01
167,2RRFTLIglxHgAYQzsSLI4Y,Coldest Winter,Kanye West,164.333,1/1/08,2008,0.171,0.761,0.516,3.21e-06,0.265,-10.229,0.044,133.999,0.562,1,0,55,0,2008-01-01
168,5e5MKPtJuFb8NaeSEyV5gD,Say You Will,Kanye West,377.6,1/1/08,2008,0.542,0.603,0.401,0.225,0.103,-10.155,0.0306,172.633,0.347,0,0,55,0,2008-01-01
169,5zuoz1NBnpoHK6g5sbEH8F,See You In My Nightmares,Kanye West,258.12,1/1/08,2008,0.0626,0.676,0.432,0.0,0.103,-8.035,0.0339,124.597,0.156,0,7,55,0,2008-01-01
170,02LAK7qT1wya0klSeNO96f,RoboCop,Kanye West,274.36,1/1/08,2008,0.157,0.698,0.447,0.00564,0.405,-8.04,0.102,133.776,0.407,0,5,54,0,2008-01-01
171,1nNPoG2hygEvrFGlHdhvJ9,Bad News,Kanye West,238.773,1/1/08,2008,0.0288,0.749,0.436,0.201,0.114,-11.99,0.0393,106.171,0.167,1,9,54,0,2008-01-01
172,7esMRbSzvLv60O70XLZFbc,H•A•M,Kanye West,275.733,8/8/11,2011,0.0462,0.657,0.523,0.0,0.322,-4.907,0.0614,140.046,0.0382,1,8,56,1,2011-01-01
173,08T26i7SErk6jCDTW7uUFI,Lift Off,Kanye West,266.253,8/8/11,2011,0.187,0.403,0.784,0.00177,0.165,-7.584,0.171,179.427,0.275,0,2,59,1,2011-01-01
174,3ZLyt2ndLFBh148XRYjYYZ,All We Got (feat. Kanye West & Chicago Children's Choir),Kanye West,203.794,5/27/16,2016,0.308,0.531,0.544,1.89e-06,0.0835,-8.615,0.462,131.921,0.398,0,0,62,0,2016-01-01
175,3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West,215.32,6/1/18,2018,0.376,0.669,0.419,0.0,0.187,-6.724,0.522,109.813,0.0397,0,1,71,1,2018-01-01
176,4R5bSS8yoCl2czeWLr61aO,Diamonds From Sierra Leone - Bonus Track,Kanye West,238.4,9/30/05,2005,0.148,0.469,0.847,0.0,0.306,-3.458,0.264,121.226,0.574,1,7,52,1,2005-01-01
177,4fRTe59xEeNHT4uyAGsV27,Crack Music,Kanye West,270.867,9/30/05,2005,0.00965,0.725,0.712,0.000479,0.345,-6.288,0.211,168.121,0.557,0,11,51,1,2005-01-01
178,1mFHMzbaECWFaPfoePoEYl,Late,Kanye West,230.493,9/30/05,2005,0.197,0.361,0.843,3.95e-06,0.295,-5.928,0.155,69.814,0.622,0,3,50,1,2005-01-01
179,4QcBuV31ukMvsvviytKjWx,Stronger,Kanye West,312.027,9/11/07,2007,0.00651,0.617,0.708,0.0,0.404,-7.873,0.15,103.96,0.462,1,1,50,0,2007-01-01
180,2kNtAwWATYkqV3CdT20RV0,Swagga Like Us (feat. Kanye West & Lil' Wayne),Kanye West,327.667,9/8/08,2008,0.00163,0.58,0.817,0.0,0.118,-5.009,0.214,89.008,0.238,1,4,51,1,2008-01-01
181,1smcSwXObpmxcjCulmjMgy,Murder To Excellence,Kanye West,300.96,8/8/11,2011,0.024,0.566,0.816,0.0,0.0804,-4.741,0.32,87.353,0.578,1,1,57,1,2011-01-01
182,65rRB2mspD309xE6YimZTl,Clique,Kanye West,293.613,1/1/12,2012,0.0534,0.66,0.539,0.0,0.222,-5.947,0.324,109.318,0.307,0,9,60,1,2012-01-01
183,731Pa6Gt7GAdADATMSEL0N,One Man Can Change The World,Kanye West,254.627,2/24/15,2015,0.777,0.67,0.58,0.0,0.11,-6.586,0.144,157.999,0.309,0,8,60,1,2015-01-01
184,2gAGWaK4wvt2xrFUlR4mK8,Jukebox Joints (feat. Joe Fox & Kanye West),Kanye West,323.96,5/26/15,2015,0.303,0.284,0.797,0.0,0.242,-5.293,0.158,67.984,0.556,0,2,61,1,2015-01-01
185,1o0kWPueYo94LIjPYOE5Nf,Saint Pablo,Kanye West,372.113,6/10/16,2016,0.282,0.461,0.772,0.0,0.178,-3.98,0.375,167.018,0.414,0,2,64,1,2016-01-01
186,3DoBTwfr8yi2LN08SBpFkN,Watch (feat. Lil Uzi Vert & Kanye West),Kanye West,217.405,5/4/18,2018,0.0372,0.706,0.559,0.0,0.379,-5.216,0.0416,78.534,0.252,0,4,68,1,2018-01-01
187,17bgTUPOnLLVavmeS2Pc0B,Billie Jean 2008 Kanye West Mix (feat. Kanye West) - Thriller 25th Anniversary Remix,Kanye West,275.933,11/30/82,1982,0.00948,0.713,0.822,0.000781,0.223,-6.631,0.0346,101.986,0.257,1,1,42,0,1982-01-01
188,0TzIHqhAbvYR6qJKrMMFlk,My Way Home,Kanye West,103.373,9/30/05,2005,0.331,0.595,0.596,0.0,0.0976,-10.488,0.0408,86.969,0.775,1,8,50,1,2005-01-01
189,7jAxGkXU58FwNMjqoMahn7,Celebration,Kanye West,198.44,9/30/05,2005,0.0164,0.295,0.777,1.32e-06,0.118,-4.199,0.212,80.039,0.354,1,5,49,1,2005-01-01
190,25K9cWrxNv991UYiOzBJqR,Bring Me Down,Kanye West,198.973,9/30/05,2005,0.00575,0.386,0.692,0.0,0.595,-6.919,0.0898,111.266,0.351,0,6,49,1,2005-01-01
191,4lLmG1fatRUgnRz0Ol0WUi,Why I Love You,Kanye West,201.373,8/8/11,2011,0.0261,0.481,0.805,0.0,0.269,-4.132,0.0419,123.441,0.373,1,5,56,1,2011-01-01
192,3SIgBSv9D8Nm3CvP0o0Q9Z,New Day,Kanye West,272.853,8/8/11,2011,0.389,0.561,0.645,7.05e-05,0.142,-6.809,0.0705,91.005,0.359,0,10,55,1,2011-01-01
193,0HMCdlOPJkAGlB0MlSWIcO,I Am A God,Kanye West,231.507,1/1/13,2013,0.0366,0.506,0.532,0.000783,0.165,-7.403,0.0713,111.829,0.303,0,4,57,1,2013-01-01
195,4e5IPJxSGVWPsaxQzdRseN,Who Will Survive In America,Kanye West,98.2,11/22/10,2010,0.228,0.676,0.843,0.000718,0.856,-6.111,0.359,116.152,0.597,1,1,54,1,2010-01-01
196,2a8CtZyPdd8w2csZh7oxpc,Run This Town,Kanye West,268.013,11/22/10,2010,0.323,0.591,0.921,0.0,0.302,-1.787,0.313,86.808,0.428,1,1,52,1,2010-01-01
197,52NmkyHsGsHGb1UX8fTkMg,I'm In It,Kanye West,234.853,1/1/13,2013,0.141,0.486,0.604,0.0,0.0668,-4.591,0.344,170.312,0.45,1,1,56,1,2013-01-01
198,1gqkRc9WtOpnGIqxf2Hvzr,On Sight,Kanye West,156.48,1/1/13,2013,0.487,0.608,0.469,0.0,0.28,-3.182,0.325,102.528,0.515,0,9,56,1,2013-01-01
199,3RKblQNJs8HPvWBgXmq6nn,Send It Up,Kanye West,178.04,1/1/13,2013,0.292,0.624,0.544,7.41e-05,0.282,-5.193,0.34,93.585,0.363,1,9,56,1,2013-01-01
200,2T4JE91t7Js1DJ4rSHltcQ,I Won (feat. Kanye West),Kanye West,239.733,4/22/14,2014,0.743,0.606,0.66,0.0,0.396,-5.788,0.258,83.746,0.317,1,9,56,1,2014-01-01
201,2CHmgtK8OCL28WtIK96u4N,30 Hours,Kanye West,323.303,6/10/16,2016,0.0359,0.823,0.813,0.0,0.0886,-6.71,0.288,95.012,0.373,1,7,61,1,2016-01-01
202,49fT6owWuknekShh9utsjv,Feedback,Kanye West,147.24,6/10/16,2016,0.563,0.811,0.566,0.0,0.104,-6.033,0.517,100.224,0.169,0,8,61,1,2016-01-01
203,1qsHYUd2c1wFGcn7e63QmG,Yikes,Kanye West,188.773,6/1/18,2018,0.15,0.683,0.776,0.0,0.227,-3.251,0.341,173.996,0.223,0,1,67,1,2018-01-01
204,25mwJPzWVmS2yronBNQJF1,School Spirit Skit 1,Kanye West,78.693,2/10/04,2004,0.326,0.648,0.218,0.0,0.352,-15.108,0.95,164.25,0.642,1,8,47,1,2004-01-01
205,43PBE5b3RJgwfi1i9xKtEs,Gold Digger,Kanye West,207.627,8/30/05,2005,0.0144,0.686,0.672,0.0,0.0653,-6.069,0.338,92.472,0.625,0,1,46,0,2005-01-01
207,4Mx5gDSGBHbrsgJR7r1QwJ,Made In America,Kanye West,292.067,8/8/11,2011,0.043,0.71,0.729,5.88e-05,0.224,-7.01,0.219,165.899,0.55,0,11,54,1,2011-01-01
208,1DbeslBYnckTqqTcc1Y2Tg,New God Flow,Kanye West,294.907,1/1/12,2012,0.393,0.493,0.914,0.0,0.353,-2.963,0.386,173.694,0.519,0,3,53,1,2012-01-01
209,1CUk09iecf4kLvLuhxerdS,E.T.,Kanye West,229.573,1/1/12,2012,0.0172,0.615,0.877,0.0,0.366,-5.217,0.174,151.6,0.778,1,6,53,0,2012-01-01
210,7fuuAPjPDyLGyFaJEkSxAb,Clique - Album Version (Edited),Kanye West,293.533,1/1/12,2012,0.0562,0.717,0.541,0.0,0.306,-5.942,0.235,109.448,0.327,0,9,50,0,2012-01-01
211,5nPOM0nFRAJ3XI8xCxNAzO,Guilt Trip,Kanye West,243.747,1/1/13,2013,0.159,0.439,0.666,1.03e-05,0.129,-6.078,0.0754,137.9,0.579,0,4,55,1,2013-01-01
212,4qYLPta5HZ36idWiXtqh7B,Highlights,Kanye West,199.867,6/10/16,2016,0.00572,0.547,0.626,0.0,0.313,-6.244,0.208,101.971,0.346,1,2,60,1,2016-01-01
215,5GO4rpfnM2lghVqEulTJUf,They Say,Kanye West,237.04,1/1/05,2005,0.185,0.654,0.702,8.72e-06,0.0705,-7.419,0.222,94.838,0.812,0,4,47,1,2005-01-01
216,6giHsGo1eSYZSXKdNwTC62,Pinocchio Story,Kanye West,361.6,1/1/08,2008,0.95,0.341,0.281,0.0,0.948,-13.204,0.0501,74.997,0.306,0,10,49,0,2008-01-01
217,6N6bpwA4iiq7HtKToeVH0c,Swagga Like Us,Kanye West,329.68,9/6/08,2008,0.00154,0.579,0.809,0.0,0.564,-5.031,0.205,88.991,0.259,1,4,48,1,2008-01-01
218,37qcaCXw7TlBsDD5BgDoCf,Start It Up,Kanye West,289.52,1/1/10,2010,0.0935,0.446,0.87,0.0,0.437,-4.683,0.318,161.79,0.438,1,1,48,1,2010-01-01
219,3TJxCXkL774hhGUmzFLUgy,That's My Bitch,Kanye West,202.56,8/8/11,2011,0.237,0.745,0.871,0.000293,0.121,-6.291,0.113,108.985,0.495,1,7,53,1,2011-01-01
220,6N43Qgg9jx21vfMkTYvSi3,Welcome To The Jungle,Kanye West,174.133,8/8/11,2011,0.0128,0.636,0.93,3.7e-06,0.18,-5.179,0.364,92.899,0.325,1,2,53,1,2011-01-01
221,3KiEydhjn7yf58h9jBD5Sa,U Mad,Kanye West,299.8,4/20/15,2015,0.0122,0.722,0.587,0.0,0.325,-6.495,0.0471,134.047,0.482,1,1,58,1,2015-01-01
222,3JWiDGQX2eTlFvKj3Yssj3,Closed On Sunday,Kanye West,151.873,10/25/19,2019,0.873,0.799,0.291,0.000641,0.139,-7.353,0.0318,97.984,0.406,0,11,69,0,2019-01-01
